order_id,region_id,city,courier_id,lng,lat,aoi_id,aoi_type,accept_time,accept_gps_time,accept_gps_lng,accept_gps_lat,delivery_time,delivery_gps_time,delivery_gps_lng,delivery_gps_lat,ds,distance,delivery_duration,traffic_level,weather_condition,predicted_risk,risk_probability
2526051,53,Jilin,487,126.51866,43.80064,21120,14,08-10 08:29:00,08-10 08:29:00,126.56691,43.81204,08-10 13:18:00,08-10 13:18:00,126.517,43.80077,810,4.196625238427388,289.0,5,2,High,0.96
2716471,53,Jilin,487,126.52017,43.80343,21120,14,09-05 09:11:00,09-05 09:11:00,126.5669,43.81221,09-05 15:02:00,09-05 15:02:00,126.52001,43.80283,905,3.904616624168304,351.0,5,1,High,0.81
1774590,53,Jilin,2452,126.52107,43.79825,21120,14,06-04 09:44:00,06-04 09:44:00,126.56683,43.81207,06-04 13:14:00,06-04 13:14:00,126.54544,43.79279,604,2.7464129011856806,210.0,3,1,Medium,0.74
1974474,53,Jilin,4474,126.54953,43.81904,21129,1,08-23 08:50:00,08-23 08:50:00,126.56704,43.81217,08-23 19:55:00,08-23 19:55:00,126.56859,43.81883,823,0.7509281113441537,665.0,3,0,Low,0.83
2698267,53,Jilin,4474,126.54957,43.81904,21129,1,07-27 08:56:00,07-27 08:56:00,126.56714,43.81209,07-27 19:18:00,07-27 19:18:00,126.5686,43.81868,727,0.7420789785414195,622.0,3,1,Medium,0.71
2211927,53,Jilin,4474,126.54941,43.8194,21129,1,09-11 08:43:00,09-11 08:43:00,126.56704,43.81212,09-11 15:04:00,09-11 15:04:00,126.54932,43.82029,911,1.6872114880123155,381.0,4,2,High,0.93
1257190,53,Jilin,4474,126.54948,43.81906,21129,1,09-01 09:07:00,09-01 09:07:00,126.56682,43.8121,09-01 15:43:00,09-01 15:43:00,126.54915,43.81935,901,1.630925693256378,396.0,5,2,High,0.96
3328451,53,Jilin,4474,126.54956,43.81943,21129,1,09-18 08:50:00,09-18 08:50:00,126.56708,43.81214,09-18 13:04:00,09-18 13:04:00,126.5495,43.81944,918,1.6274169369639773,254.0,4,0,Medium,0.9
602165,53,Jilin,4474,126.54954,43.81918,21129,1,07-23 07:59:00,07-23 07:59:00,126.56696,43.81201,07-23 11:26:00,07-23 11:26:00,126.54913,43.81952,723,1.6564815098700296,207.0,3,0,Low,0.82
1954438,53,Jilin,4474,126.54947,43.81911,21129,1,07-27 08:57:00,07-27 08:57:00,126.56696,43.81219,07-27 12:41:00,07-27 12:41:00,126.54935,43.81904,727,1.6051679175793683,224.0,5,0,Medium,0.97
2904277,53,Jilin,4474,126.54953,43.81931,21129,1,09-25 08:38:00,09-25 08:38:00,126.56683,43.81213,09-25 12:56:00,09-25 12:56:00,126.54917,43.81882,925,1.6003562871748271,258.0,2,2,Medium,0.94
2828173,53,Jilin,4474,126.54949,43.81901,21129,1,08-31 08:48:00,08-31 08:48:00,126.56681,43.81217,08-31 14:20:00,08-31 14:20:00,126.54957,43.8193,831,1.5943477249533589,332.0,1,2,Medium,0.91
3624371,53,Jilin,4474,126.5495,43.8191,21129,1,09-12 10:05:00,09-12 10:05:00,126.5671,43.81211,09-12 16:57:00,09-12 16:57:00,126.54924,43.81935,912,1.6436499957796828,412.0,1,1,Low,0.71
4006555,53,Jilin,4474,126.54947,43.81914,21129,1,07-25 08:29:00,07-25 08:29:00,126.56701,43.81201,07-25 12:04:00,07-25 12:04:00,126.54943,43.81905,725,1.6131968612640346,215.0,3,0,Low,0.82
366111,53,Jilin,4474,126.54948,43.81939,21129,1,08-22 08:51:00,08-22 08:51:00,126.56692,43.81219,08-22 14:56:00,08-22 14:56:00,126.54914,43.8193,822,1.6310008113763854,365.0,4,1,Medium,0.76
1748583,53,Jilin,4474,126.54958,43.81911,21129,1,09-03 08:05:00,09-03 08:05:00,126.56697,43.81217,09-03 11:38:00,09-03 11:38:00,126.54955,43.81933,903,1.6085420250387863,213.0,2,1,Medium,0.86
1725678,53,Jilin,4474,126.54949,43.81936,21129,1,08-16 08:56:00,08-16 08:56:00,126.56695,43.81213,08-16 18:45:00,08-16 18:45:00,126.58028,43.83039,816,2.2948396740760577,589.0,5,2,High,0.96
1681845,53,Jilin,4474,126.54958,43.81906,21129,1,09-27 08:44:00,09-27 08:44:00,126.56703,43.81216,09-27 12:35:00,09-27 12:35:00,126.54939,43.81959,927,1.638829036306573,231.0,4,1,Medium,0.76
2008006,53,Jilin,4474,126.55692,43.81607,21412,1,07-30 08:20:00,07-30 08:20:00,126.56694,43.81207,07-30 13:05:00,07-30 13:05:00,126.55609,43.8159,730,0.9691599128654858,285.0,3,0,Low,0.83
1838821,53,Jilin,4474,126.55669,43.81694,21412,1,08-16 08:52:00,08-16 08:52:00,126.56702,43.8121,08-16 14:43:00,08-16 14:43:00,126.55724,43.81715,816,0.9649322235032454,351.0,4,0,Medium,0.9
2778505,53,Jilin,4474,126.55526,43.81672,21412,1,08-13 09:10:00,08-13 09:10:00,126.56702,43.81219,08-13 16:25:00,08-13 16:25:00,126.55625,43.81515,813,0.924718288533893,435.0,3,2,High,0.86
1736568,53,Jilin,4474,126.55697,43.81612,21412,1,07-31 08:38:00,07-31 08:38:00,126.56694,43.81214,07-31 14:22:00,07-31 14:22:00,126.55719,43.81639,731,0.9139688942447509,344.0,1,2,Medium,0.91
54856,53,Jilin,4474,126.55712,43.81748,21412,1,07-11 07:58:00,07-11 07:58:00,126.56698,43.81217,07-11 13:00:00,07-11 13:00:00,126.5545,43.8172,711,1.146965239101329,302.0,1,2,Medium,0.91
2397206,53,Jilin,4474,126.55475,43.81743,21412,1,09-01 09:02:00,09-01 09:02:00,126.56713,43.81204,09-01 16:03:00,09-01 16:03:00,126.55414,43.81688,901,1.1730203195904998,421.0,4,0,Medium,0.9
1891109,53,Jilin,4474,126.55695,43.81611,21412,1,08-30 08:37:00,08-30 08:37:00,126.56684,43.81206,08-30 14:19:00,08-30 14:19:00,126.55639,43.81631,830,0.9624831454943448,342.0,2,2,Medium,0.94
2030523,53,Jilin,4474,126.55705,43.81607,21412,1,07-17 08:48:00,07-17 08:48:00,126.56703,43.8121,07-17 13:40:00,07-17 13:40:00,126.55532,43.81637,717,1.052728780780989,292.0,5,0,Medium,0.97
154804,53,Jilin,4474,126.55652,43.81576,21412,1,08-08 09:57:00,08-08 09:57:00,126.56697,43.81219,08-08 16:00:00,08-08 16:00:00,126.5571,43.81609,808,0.9029009379990174,363.0,3,1,Medium,0.71
3082049,53,Jilin,4474,126.55663,43.817,21412,1,09-12 10:04:00,09-12 10:04:00,126.56704,43.8121,09-12 17:31:00,09-12 17:31:00,126.55726,43.81704,912,0.9578664772024382,447.0,5,2,High,0.96
3009691,53,Jilin,4474,126.55655,43.81667,21412,1,08-17 08:48:00,08-17 08:48:00,126.56709,43.81214,08-17 15:59:00,08-17 15:59:00,126.55737,43.81704,817,0.9513720876283911,431.0,1,2,Medium,0.91
3695685,53,Jilin,4474,126.55513,43.81744,21412,1,09-13 08:42:00,09-13 08:42:00,126.56691,43.81204,09-13 14:37:00,09-13 14:37:00,126.556,43.81769,913,1.0774890818909333,355.0,2,2,Medium,0.94
2513130,53,Jilin,4474,126.55706,43.81609,21412,1,08-20 08:39:00,08-20 08:39:00,126.56695,43.81207,08-20 13:59:00,08-20 13:59:00,126.55721,43.81623,820,0.9081454650345058,320.0,2,0,Low,0.91
4099527,53,Jilin,4474,126.55478,43.81754,21412,1,08-06 08:17:00,08-06 08:17:00,126.56696,43.81204,08-06 14:10:00,08-06 14:10:00,126.55339,43.81825,806,1.2893027078385726,353.0,5,1,High,0.83
3232702,53,Jilin,4474,126.55668,43.81657,21412,1,08-12 09:17:00,08-12 09:17:00,126.56695,43.81206,08-12 17:39:00,08-12 17:39:00,126.55697,43.81674,812,0.9550019834406631,502.0,1,2,Medium,0.91
690873,53,Jilin,4474,126.55702,43.81742,21412,1,07-27 08:50:00,07-27 08:50:00,126.56711,43.81215,07-27 15:40:00,07-27 15:40:00,126.55666,43.81764,727,1.0371539415001658,410.0,5,1,High,0.83
3170986,53,Jilin,4474,126.55545,43.81733,21412,1,09-02 09:00:00,09-02 09:00:00,126.56681,43.81219,09-02 14:01:00,09-02 14:01:00,126.55502,43.81756,902,1.1186747719860026,301.0,4,2,High,0.93
1085230,53,Jilin,4474,126.55642,43.81571,21412,1,08-19 09:11:00,08-19 09:11:00,126.56687,43.81204,08-19 16:01:00,08-19 16:01:00,126.55662,43.81584,819,0.9246277101928199,410.0,2,0,Low,0.91
2191284,53,Jilin,4474,126.55541,43.81659,21412,1,09-24 14:48:00,09-24 14:48:00,126.56688,43.81214,09-24 15:27:00,09-24 15:27:00,126.55663,43.816,924,0.9276939663594923,39.0,2,1,Medium,0.8
985622,53,Jilin,4474,126.55525,43.81735,21412,1,08-29 09:06:00,08-29 09:06:00,126.5669,43.81201,08-29 15:47:00,08-29 15:47:00,126.55483,43.81786,829,1.166632099217317,401.0,4,1,Medium,0.76
896666,53,Jilin,4474,126.5562,43.81549,21412,1,07-16 08:50:00,07-16 08:50:00,126.56693,43.81219,07-16 13:21:00,07-16 13:21:00,126.56147,43.81655,716,0.6534262713300183,271.0,1,2,Medium,0.91
2064449,53,Jilin,4474,126.55559,43.81737,21412,1,08-17 08:48:00,08-17 08:48:00,126.56694,43.81207,08-17 15:38:00,08-17 15:38:00,126.55559,43.82022,817,1.2847453549977905,410.0,2,1,Medium,0.86
410730,53,Jilin,4474,126.55523,43.8167,21412,1,08-26 08:42:00,08-26 08:42:00,126.56705,43.8121,08-26 16:24:00,08-26 16:24:00,126.55592,43.8151,826,0.9533159697783329,462.0,3,0,Low,0.83
2031439,53,Jilin,4474,126.55684,43.81736,21412,1,08-22 08:56:00,08-22 08:56:00,126.56696,43.81203,08-22 16:45:00,08-22 16:45:00,126.55664,43.81765,822,1.0373835174977646,469.0,3,1,Medium,0.71
2883782,53,Jilin,4474,126.55682,43.8174,21412,1,08-25 08:53:00,08-25 08:53:00,126.56702,43.81202,08-25 14:21:00,08-25 14:21:00,126.55611,43.81757,825,1.0710445784577394,328.0,1,1,Low,0.71
1961172,53,Jilin,4474,126.55657,43.81571,21412,1,09-28 08:42:00,09-28 08:42:00,126.56699,43.8121,09-28 14:15:00,09-28 14:15:00,126.55708,43.8159,928,0.9004478248010513,333.0,4,1,Medium,0.76
4301640,53,Jilin,4474,126.55691,43.81611,21412,1,08-09 09:00:00,08-09 09:00:00,126.56696,43.81212,08-09 15:21:00,08-09 15:21:00,126.55716,43.81616,809,0.9055991418620815,381.0,5,1,High,0.83
4010666,53,Jilin,4474,126.55705,43.8174,21412,1,08-06 08:19:00,08-06 08:19:00,126.567,43.8121,08-06 15:10:00,08-06 15:10:00,126.55601,43.81755,806,1.0699598469603562,411.0,1,2,Medium,0.91
1967860,53,Jilin,4474,126.55526,43.81674,21412,1,08-22 08:49:00,08-22 08:49:00,126.56691,43.81201,08-22 15:29:00,08-22 15:29:00,126.55626,43.81443,822,0.89590493507734,400.0,5,2,High,0.96
444158,53,Jilin,4474,126.557,43.81616,21412,1,08-26 08:42:00,08-26 08:42:00,126.56698,43.81206,08-26 16:08:00,08-26 16:08:00,126.55652,43.81621,826,0.9577761453273841,446.0,1,1,Low,0.71
2664044,53,Jilin,4474,126.55645,43.81575,21412,1,08-21 09:13:00,08-21 09:13:00,126.56701,43.81202,08-21 15:29:00,08-21 15:29:00,126.55703,43.81599,821,0.9143860514360512,376.0,3,1,Medium,0.71
4439653,53,Jilin,4474,126.55704,43.81602,21412,1,08-14 08:24:00,08-14 08:24:00,126.56688,43.81209,08-14 14:30:00,08-14 14:30:00,126.55726,43.81635,814,0.9056383430941323,366.0,4,0,Medium,0.9
1908307,53,Jilin,4474,126.55582,43.81648,21412,1,08-01 08:14:00,08-01 08:14:00,126.567,43.81217,08-01 12:56:00,08-01 12:56:00,126.55698,43.81544,801,0.8823798861945146,282.0,3,2,High,0.86
1509178,53,Jilin,4474,126.55706,43.81732,21412,1,08-02 08:33:00,08-02 08:33:00,126.567,43.81208,08-02 12:26:00,08-02 12:26:00,126.55613,43.81765,802,1.0697083133853702,233.0,4,2,High,0.93
1764417,53,Jilin,4474,126.55705,43.81613,21412,1,07-26 09:06:00,07-26 09:06:00,126.56697,43.81216,07-26 13:45:00,07-26 13:45:00,126.55669,43.81622,726,0.9402997379852849,279.0,5,2,High,0.96
3581076,53,Jilin,4474,126.55644,43.81578,21412,1,07-13 08:19:00,07-13 08:19:00,126.56696,43.81217,07-13 13:06:00,07-13 13:06:00,126.55622,43.81582,713,0.9525406655775938,287.0,1,1,Low,0.71
1780047,53,Jilin,318,126.55431,43.78733,21434,14,05-16 08:17:00,05-16 08:17:00,126.56683,43.81211,05-16 09:20:00,05-16 09:20:00,126.55389,43.788,516,2.8750278621253544,63.0,2,2,Medium,0.91
3060407,53,Jilin,318,126.54961,43.78787,21434,14,05-14 09:03:00,05-14 09:03:00,126.56686,43.81224,05-14 20:04:00,05-14 20:04:00,126.49464,43.75495,514,8.613628232504773,661.0,2,0,Low,0.92
897087,53,Jilin,487,126.55135,43.78689,21434,14,08-25 08:44:00,08-25 08:44:00,126.56706,43.81205,08-25 10:31:00,08-25 10:31:00,126.55133,43.78576,825,3.1842662127476666,107.0,4,0,Medium,0.97
1687696,53,Jilin,487,126.5534,43.78772,21434,14,10-01 08:43:00,10-01 08:43:00,126.56694,43.81217,10-01 19:01:00,10-01 19:01:00,126.52334,43.82674,1001,3.8549886010491936,618.0,4,0,Medium,0.91
2398011,53,Jilin,487,126.55277,43.78672,21434,14,08-18 08:29:00,08-18 08:29:00,126.56689,43.81219,08-18 19:00:00,08-18 19:00:00,126.58858,43.84229,818,3.772221111000587,631.0,3,0,Low,0.83
3745837,53,Jilin,487,126.55304,43.78786,21434,14,08-08 10:15:00,08-08 10:15:00,126.5669,43.81214,08-08 11:23:00,08-08 11:23:00,126.55339,43.78774,808,2.9217867397596056,68.0,2,0,Low,0.95
3677290,53,Jilin,487,126.55349,43.78786,21434,14,08-15 09:02:00,08-15 09:02:00,126.56694,43.81216,08-15 10:16:00,08-15 10:16:00,126.5508,43.78799,815,2.983450533237202,74.0,3,2,High,0.97
2473914,53,Jilin,487,126.55458,43.78725,21434,14,06-09 14:23:00,06-09 14:23:00,126.56685,43.81229,06-09 15:03:00,06-09 15:03:00,126.5615,43.78473,609,3.0944668772721844,40.0,5,1,High,0.94
1974754,53,Jilin,487,126.55126,43.78681,21434,14,09-07 08:34:00,09-07 08:34:00,126.56693,43.81204,09-07 09:42:00,09-07 09:42:00,126.55285,43.78738,907,2.9657807883540634,68.0,2,1,Medium,0.93
1499914,53,Jilin,487,126.55347,43.78779,21434,14,09-24 09:44:00,09-24 09:44:00,126.56705,43.81217,09-24 11:33:00,09-24 11:33:00,126.55036,43.78793,924,3.0098471432599254,109.0,5,1,High,0.84
3678977,53,Jilin,487,126.5517,43.78836,21434,14,09-19 08:53:00,09-19 08:53:00,126.56689,43.81208,09-19 10:16:00,09-19 10:16:00,126.55225,43.78774,919,2.950519875029936,83.0,1,1,Low,0.75
3320842,53,Jilin,487,126.5534,43.78777,21434,14,09-11 09:01:00,09-11 09:01:00,126.56688,43.81216,09-11 10:25:00,09-11 10:25:00,126.5527,43.78795,911,2.9226928537798287,84.0,3,2,High,0.97
660806,53,Jilin,487,126.55334,43.78775,21434,14,09-01 09:01:00,09-01 09:01:00,126.56681,43.81214,09-01 10:14:00,09-01 10:14:00,126.55084,43.78888,901,2.886543573520449,73.0,4,2,High,0.97
1548653,53,Jilin,487,126.55339,43.78783,21434,14,09-05 09:13:00,09-05 09:13:00,126.56683,43.81203,09-05 11:21:00,09-05 11:21:00,126.5558,43.78958,905,2.648630834743035,128.0,2,2,Medium,0.97
3627690,53,Jilin,487,126.55127,43.78673,21434,14,08-22 09:05:00,08-22 09:05:00,126.56697,43.81203,08-22 18:53:00,08-22 18:53:00,126.5247,43.80061,822,3.6219630929659092,588.0,3,0,Low,0.82
2169340,53,Jilin,487,126.5534,43.78781,21434,14,08-16 09:10:00,08-16 09:10:00,126.56696,43.81212,08-16 10:21:00,08-16 10:21:00,126.55393,43.78804,816,2.874537148184101,71.0,4,1,Medium,0.91
3273173,53,Jilin,487,126.55124,43.78679,21434,14,08-08 10:16:00,08-08 10:16:00,126.56697,43.81218,08-08 20:57:00,08-08 20:57:00,126.55556,43.78993,808,2.6381099046390206,641.0,1,2,Medium,0.93
1266296,53,Jilin,487,126.55437,43.78732,21434,14,08-09 08:58:00,08-09 08:58:00,126.56694,43.81202,08-09 20:17:00,08-09 20:17:00,126.52469,43.80053,809,3.623199826840737,679.0,2,2,Medium,0.97
2284530,53,Jilin,487,126.55455,43.78722,21434,14,08-02 08:27:00,08-02 08:27:00,126.56681,43.81219,08-02 09:46:00,08-02 09:46:00,126.55465,43.78724,802,2.9409576466268095,79.0,5,2,High,1.0
3452795,53,Jilin,487,126.55172,43.78856,21434,14,07-26 08:42:00,07-26 08:42:00,126.56697,43.81207,07-26 09:52:00,07-26 09:52:00,126.55183,43.7883,726,2.909020190548644,70.0,1,1,Low,0.69
4269110,53,Jilin,487,126.56002,43.78787,21434,14,08-28 08:34:00,08-28 08:34:00,126.56686,43.81227,08-28 09:49:00,08-28 09:49:00,126.56013,43.78793,828,2.7598533854941336,75.0,4,1,Medium,0.91
4492867,53,Jilin,487,126.55462,43.78715,21434,14,08-03 08:45:00,08-03 08:45:00,126.56688,43.81215,08-03 11:38:00,08-03 11:38:00,126.56335,43.78472,803,3.0632064968057313,173.0,2,0,Low,0.91
2572095,53,Jilin,487,126.55123,43.78671,21434,14,07-22 08:15:00,07-22 08:15:00,126.5669,43.8121,07-22 09:54:00,07-22 09:54:00,126.55021,43.78814,722,2.981997128286028,99.0,2,0,Low,0.98
1973,53,Jilin,487,126.55014,43.78854,21434,14,09-23 09:08:00,09-23 09:08:00,126.56694,43.81226,09-23 10:19:00,09-23 10:19:00,126.55038,43.78864,923,2.94353973111503,71.0,1,0,Low,0.96
2864979,53,Jilin,487,126.55176,43.78848,21434,14,08-30 08:39:00,08-30 08:39:00,126.56695,43.81211,08-30 10:19:00,08-30 10:19:00,126.55239,43.78797,830,2.9275639903254187,100.0,2,1,Medium,0.89
1830208,53,Jilin,487,126.55132,43.78688,21434,14,06-13 09:24:00,06-13 09:24:00,126.56683,43.81203,06-13 11:29:00,06-13 11:29:00,126.5511,43.78758,613,2.997524210043499,125.0,4,0,Medium,0.91
3039489,53,Jilin,487,126.55981,43.788,21434,14,09-28 08:40:00,09-28 08:40:00,126.56694,43.81209,09-28 11:00:00,09-28 11:00:00,126.55983,43.78794,928,2.745314660639689,140.0,1,0,Low,0.95
3077897,53,Jilin,487,126.55445,43.7874,21434,14,08-27 08:55:00,08-27 08:55:00,126.56692,43.81219,08-27 18:47:00,08-27 18:47:00,126.52483,43.8007,827,3.6111788066815684,592.0,5,2,High,0.96
3089339,53,Jilin,487,126.55126,43.78671,21434,14,08-21 08:34:00,08-21 08:34:00,126.56688,43.81208,08-21 10:29:00,08-21 10:29:00,126.55235,43.78787,821,2.9337450132993568,115.0,1,1,Low,0.72
3367468,53,Jilin,487,126.55332,43.78784,21434,14,08-13 09:29:00,08-13 09:29:00,126.5669,43.81229,08-13 19:21:00,08-13 19:21:00,126.52453,43.80044,813,3.6464809287104383,592.0,1,0,Low,0.95
3715800,53,Jilin,487,126.54995,43.78772,21434,14,06-23 18:11:00,06-23 18:11:00,126.56544,43.81241,06-23 21:24:00,06-23 21:24:00,126.5663,43.8122,623,0.07284981390346344,193.0,5,0,Medium,0.97
456153,53,Jilin,487,126.55332,43.78775,21434,14,08-13 09:29:00,08-13 09:29:00,126.56688,43.81203,08-13 11:35:00,08-13 11:35:00,126.55365,43.78755,813,2.9218089236528093,126.0,4,1,Medium,0.75
3092911,53,Jilin,487,126.55039,43.78825,21434,14,05-30 15:01:00,05-30 15:01:00,126.56686,43.81216,05-30 17:07:00,05-30 17:07:00,126.55032,43.78794,530,3.002514119618893,126.0,3,0,Low,0.82
2587896,53,Jilin,487,126.55454,43.78712,21434,14,08-11 09:56:00,08-11 09:56:00,126.56696,43.81217,08-11 11:59:00,08-11 11:59:00,126.55578,43.78531,811,3.118567946764912,123.0,3,1,Medium,0.74
3543208,53,Jilin,487,126.55123,43.78681,21434,14,05-30 16:05:00,05-30 16:05:00,126.55357,43.78764,05-30 16:41:00,05-30 16:41:00,126.55153,43.78759,530,0.16385068152115975,36.0,5,1,High,0.93
2380123,53,Jilin,487,126.55934,43.78843,21434,14,08-14 08:20:00,08-14 08:20:00,126.56687,43.8121,08-14 10:33:00,08-14 10:33:00,126.55915,43.78861,814,2.684446332127172,133.0,4,1,Medium,0.75
2528835,53,Jilin,487,126.55137,43.78672,21434,14,06-18 19:11:00,06-18 19:11:00,126.56535,43.81246,06-18 21:27:00,06-18 21:27:00,126.53078,43.80586,618,2.8694626429808183,136.0,2,0,Low,0.91
398051,53,Jilin,487,126.55445,43.78736,21434,14,08-23 08:52:00,08-23 08:52:00,126.56681,43.81215,08-23 19:27:00,08-23 19:27:00,126.52445,43.80059,823,3.6342020902283423,635.0,5,0,Medium,0.98
1235756,53,Jilin,487,126.55232,43.78783,21434,14,08-19 09:29:00,08-19 09:29:00,126.56688,43.81211,08-19 10:55:00,08-19 10:55:00,126.55216,43.78762,819,2.968376793692056,86.0,3,0,Low,0.87
3619644,53,Jilin,487,126.55332,43.78772,21434,14,09-08 09:36:00,09-08 09:36:00,126.56691,43.81203,09-08 11:09:00,09-08 11:09:00,126.55972,43.7888,908,2.6467265196948,93.0,4,1,Medium,0.92
4189878,53,Jilin,487,126.5513,43.78689,21434,14,09-05 10:53:00,09-05 10:53:00,126.55331,43.78751,09-05 20:20:00,09-05 20:20:00,126.52473,43.80082,905,2.729942475366083,567.0,1,0,Low,0.95
1102166,53,Jilin,487,126.55138,43.78679,21434,14,08-11 09:58:00,08-11 09:58:00,126.56689,43.81208,08-11 11:42:00,08-11 11:42:00,126.55035,43.78869,811,2.9200136017640665,104.0,4,2,High,0.96
1775114,53,Jilin,487,126.55389,43.78769,21434,14,08-05 08:18:00,08-05 08:18:00,126.56693,43.81206,08-05 09:33:00,08-05 09:33:00,126.55381,43.78731,805,2.946633582884433,75.0,4,1,Medium,0.91
4461446,53,Jilin,487,126.55221,43.78822,21434,14,08-04 08:45:00,08-04 08:45:00,126.56699,43.81226,08-04 09:53:00,08-04 09:53:00,126.55311,43.78853,804,2.86415453418238,68.0,3,0,Low,0.87
2594886,53,Jilin,487,126.55133,43.78683,21434,14,07-15 09:07:00,07-15 09:07:00,126.5669,43.81213,07-15 10:03:00,07-15 10:03:00,126.5502,43.78811,715,2.9883192444708597,56.0,3,1,Medium,0.94
1822995,53,Jilin,487,126.55231,43.78794,21434,14,07-10 08:26:00,07-10 08:26:00,126.56706,43.81229,07-10 09:58:00,07-10 09:58:00,126.55039,43.78814,710,3.000170774090798,92.0,2,0,Low,0.98
826428,53,Jilin,487,126.5495,43.78835,21434,14,07-18 08:39:00,07-18 08:39:00,126.567,43.8121,07-18 09:33:00,07-18 09:33:00,126.55297,43.78614,718,3.098463110521601,54.0,2,1,Medium,0.9
2888905,53,Jilin,487,126.55129,43.7868,21434,14,07-22 08:15:00,07-22 08:15:00,126.5669,43.81206,07-22 09:42:00,07-22 09:42:00,126.5533,43.78773,722,2.917255416023399,87.0,5,2,High,1.0
1287373,53,Jilin,487,126.5545,43.78727,21434,14,07-07 09:37:00,07-07 09:37:00,126.56693,43.81214,07-07 10:56:00,07-07 10:56:00,126.55453,43.78712,707,2.954733530293589,79.0,1,1,Low,0.73
4057944,53,Jilin,487,126.55336,43.78788,21434,14,08-22 09:04:00,08-22 09:04:00,126.56693,43.8121,08-22 10:25:00,08-22 10:25:00,126.5559,43.78948,822,2.6664545395624017,81.0,2,1,Medium,0.91
2217946,53,Jilin,487,126.55096,43.78882,21434,14,07-22 08:14:00,07-22 08:14:00,126.56682,43.81215,07-22 09:26:00,07-22 09:26:00,126.55083,43.78907,722,2.869340017209614,72.0,3,1,Medium,0.93
1289416,53,Jilin,487,126.55851,43.78888,21434,14,08-29 09:08:00,08-29 09:08:00,126.56706,43.81202,08-29 11:04:00,08-29 11:04:00,126.55863,43.78906,829,2.6411576525239484,116.0,4,0,Medium,0.93
747651,53,Jilin,487,126.55458,43.78726,21434,14,08-17 08:31:00,08-17 08:31:00,126.56699,43.81208,08-17 09:16:00,08-17 09:16:00,126.55462,43.78721,817,2.938219702490838,45.0,5,1,High,0.93
2716927,53,Jilin,487,126.55109,43.78755,21434,14,07-26 08:42:00,07-26 08:42:00,126.56692,43.81216,07-26 09:44:00,07-26 09:44:00,126.55139,43.78818,726,2.9433696820915394,62.0,2,0,Low,0.99
3993368,53,Jilin,487,126.55134,43.78688,21434,14,09-12 09:53:00,09-12 09:53:00,126.56682,43.81209,09-12 11:47:00,09-12 11:47:00,126.55313,43.78778,912,2.9179049729086075,114.0,4,1,Medium,0.76
1264395,53,Jilin,487,126.55125,43.78681,21434,14,09-10 07:52:00,09-10 07:52:00,126.56688,43.81214,09-10 09:17:00,09-10 09:17:00,126.55115,43.78856,910,2.9100628782746445,85.0,4,0,Medium,0.99
406236,53,Jilin,487,126.55135,43.7868,21434,14,07-30 08:22:00,07-30 08:22:00,126.56683,43.81219,07-30 09:53:00,07-30 09:53:00,126.55506,43.78767,730,2.8854978326271206,91.0,2,0,Low,0.98
304330,53,Jilin,487,126.55126,43.78671,21434,14,07-24 08:27:00,07-24 08:27:00,126.56681,43.8121,07-24 09:22:00,07-24 09:22:00,126.55199,43.78773,724,2.9593565010052365,55.0,1,0,Low,1.0
2372507,53,Jilin,487,126.55128,43.78671,21434,14,07-04 09:23:00,07-04 09:23:00,126.56681,43.81209,07-04 20:28:00,07-04 20:28:00,126.52445,43.80064,704,3.629894139016034,665.0,1,0,Low,0.95
300629,53,Jilin,487,126.55124,43.78685,21434,14,05-29 09:21:00,05-29 09:21:00,126.56698,43.81209,05-29 11:32:00,05-29 11:32:00,126.55217,43.78563,529,3.1732398645604096,131.0,5,1,High,0.83
2046665,53,Jilin,487,126.5549,43.78704,21434,14,09-15 09:46:00,09-15 09:46:00,126.56691,43.81218,09-15 11:28:00,09-15 11:28:00,126.55507,43.78715,915,2.94095277350139,102.0,1,1,Low,0.71
896851,53,Jilin,487,126.55924,43.78835,21434,14,05-17 08:45:00,05-17 08:45:00,126.56682,43.81225,05-17 12:21:00,05-17 12:21:00,126.56097,43.78982,517,2.537905942182428,216.0,5,0,Medium,0.98
3608041,53,Jilin,487,126.55315,43.78799,21434,14,06-29 09:58:00,06-29 09:58:00,126.56556,43.81226,06-29 11:21:00,06-29 11:21:00,126.55322,43.78775,629,2.899750076846942,83.0,3,0,Low,0.88
1124658,53,Jilin,487,126.55131,43.78671,21434,14,06-07 19:16:00,06-07 19:16:00,126.56523,43.8123,06-07 20:09:00,06-07 20:09:00,126.55333,43.78765,607,2.90257644976608,53.0,2,0,Low,0.99
2904917,53,Jilin,487,126.55385,43.78759,21434,14,08-13 09:28:00,08-13 09:28:00,126.56695,43.81214,08-13 11:46:00,08-13 11:46:00,126.55395,43.78766,813,2.9151509345523916,138.0,4,2,High,0.95
3503900,53,Jilin,487,126.55131,43.78678,21434,14,06-29 10:01:00,06-29 10:01:00,126.56552,43.8123,06-29 11:30:00,06-29 11:30:00,126.55597,43.78984,629,2.6123963127207617,89.0,5,2,High,1.0
453651,53,Jilin,487,126.55124,43.78687,21434,14,08-23 08:52:00,08-23 08:52:00,126.56696,43.81206,08-23 10:14:00,08-23 10:14:00,126.55538,43.78787,823,2.8458343850058534,82.0,1,1,Low,0.74
